Postcode,Description,Latitude,Longitude
ST6 2HL,ST6 2HL,53.039438,-2.1884271
WF13 4JA,WF13 4JA,53.700667,-1.6416204
KT12 2SX,KT12 2SX,51.38794,-0.41549605
NE7 7GA,NE7 7GA,54.999904,-1.5631581
NN1 5LL,NN1 5LL,52.243759,-0.86970731
SK1 1EB,SK1 1EB,53.409939,-2.1578851
DA1 5SR,DA1 5SR,51.44833,0.22831838
B69 1QP,B69 1QP,52.50679,-2.0406048
CF3 5SU,CF3 5SU,51.522325,-3.1138336
BS15 1AX,BS15 1AX,51.463255,-2.5169774
CR0 1LG,CR0 1LG,51.374529,-0.096295233
E10 7PA,E10 7PA,51.56683,-0.03162458
BS16 5HR,BS16 5HR,51.48141,-2.5104434
TN3 9JT,TN3 9JT,51.099654,0.23337781
SL3 8UU,SL3 8UU,51.491983,-0.53528289
IG2 7NP,IG2 7NP,51.578164,0.087373665
SN10 2FJ,SN10 2FJ,51.359031,-1.9864506
SM1 3NA,SM1 3NA,51.37853,-0.18233281
M24 2LX,M24 2LX,53.554351,-2.1865441
BR6 9BJ,BR6 9BJ,51.37174,0.11458035
HA9 0AT,HA9 0AT,51.56097,-0.27279594
NG5 9BS,NG5 9BS,53.007245,-1.1726027
CR2 6BT,CR2 6BT,51.349105,-0.10676962
RM7 7DA,RM7 7DA,51.577861,0.17046511
B45 0NT,B45 0NT,52.403202,-2.0286326
M9 4JL,M9 4JL,53.511895,-2.2056137
RM8 1QT,RM8 1QT,51.563002,0.13782741
SO16 9BF,SO16 9BF,50.926972,-1.4626953
GL4 3HS,GL4 3HS,51.859436,-2.1985233
EN5 2QX,EN5 2QX,51.645645,-0.217127
SN3 1JX,SN3 1JX,51.546214,-1.7638118
EN6 1AG,EN6 1AG,51.696769,-0.19144526
GL51 9JZ,GL51 9JZ,51.913396,-2.0920666
GL5 1AP,GL5 1AP,51.745355,-2.2158232
BS34 6JY,BS34 6JY,51.525158,-2.5590185
KA26 0AY,KA26 0AY,55.230238,-4.8572039
CR7 6BT,CR7 6BT,51.390662,-0.11745903
LE18 2HR,LE18 2HR,52.577669,-1.105641
WD3 3FL,WD3 3FL,51.642835,-0.44586573
SO14 7EB,SO14 7EB,50.90469,-1.4055525
NG7 3EN,NG7 3EN,52.957732,-1.1805444
N1 7GU,N1 7GU,,
WR4 9TD,WR4 9TD,52.208386,-2.2013355
GL51 6TQ,GL51 6TQ,51.898988,-2.1562602
ME1 1HW,ME1 1HW,51.38411,0.5102314
RH15 9TN,RH15 9TN,50.951672,-0.14692674
SW15 2BF,SW15 2BF,,
ST1 5LA,ST1 5LA,53.025908,-2.1775737
EN8 8RY,EN8 8RY,51.682126,-0.042598348
S9 4RH,S9 4RH,53.387057,-1.4129992
KA8 8BU,KA8 8BU,55.466975,-4.6305611
SL1 5US,SL1 5US,51.509813,-0.63896923
ST16 2LZ,ST16 2LZ,52.80663,-2.1130983
CO4 9WG,CO4 9WG,51.913022,0.92759332
GU21 5RD,GU21 5RD,51.333493,-0.52439043
SS16 5GQ,SS16 5GQ,,
BT32 3ZF,BT32 3ZF,,
BA1 3LQ,BA1 3LQ,51.385689,-2.3928338
WR6 6NH,WR6 6NH,52.253963,-2.2505288
LS27 8BQ,LS27 8BQ,53.743947,-1.5968722
B32 3SZ,B32 3SZ,52.44553,-1.9943505
CB1 9YL,CB1 9YL,52.184216,0.18231864
B75 7SR,B75 7SR,52.567475,-1.8018925
FK8 2JT,FK8 2JT,56.113717,-3.9434035
EC1R 0DG,EC1R 0DG,51.524268,-0.10424149
AB42 1GB,AB42 1GB,57.516525,-1.8150107
SW8 4RP,SW8 4RP,51.477101,-0.13162941
RM1 3PJ,RM1 3PJ,51.57581,0.1855359
AL3 6PA,AL3 6PA,51.771443,-0.32515439
G21 3PD,G21 3PD,55.890269,-4.2104939
UB1 3DY,UB1 3DY,51.509211,-0.35993422
BS15 4BL,BS15 4BL,51.463825,-2.5036974
OX14 4RS,OX14 4RS,51.623117,-1.3022927
CT1 3DN,CT1 3DN,51.274669,1.0886577
EN11 8TQ,EN11 8TQ,51.759686,-0.012626403
SE16 4SZ,SE16 4SZ,51.497486,-0.068787631
WA3 4HH,WA3 4HH,53.456566,-2.5348399
PA19 1QU,PA19 1QU,55.96127,-4.8180397
YO10 5DQ,YO10 5DQ,53.947885,-1.0451459
BR2 9JF,BR2 9JF,51.396483,0.026318924
M22 1XE,M22 1XE,53.376254,-2.2785678
HU5 5GB,HU5 5GB,53.755677,-0.3962382
WA8 9LJ,WA8 9LJ,53.381943,-2.7312056
OX11 9RL,OX11 9RL,51.601414,-1.2251339
MK3 6LW,MK3 6LW,52.004546,-0.74366574
NP16 6LW,NP16 6LW,51.627749,-2.7972935
PE23 4AU,PE23 4AU,53.151921,0.064521393
NP20 2HD,NP20 2HD,51.573242,-2.9919626
OX26 4YE,OX26 4YE,51.907984,-1.138989
N1 7GU,N1 7GU,,
LS14 6US,LS14 6US,53.808877,-1.478104
BS10 5NH,BS10 5NH,51.502759,-2.5885672
DA2 6FD,DA2 6FD,51.446626,0.24551994
W5 2UA,W5 2UA,51.513064,-0.31202129
SN5 7BU,SN5 7BU,51.56031,-1.8238921
ME1 2BS,ME1 2BS,51.36025,0.50812185
BS25 1TG,BS25 1TG,51.314515,-2.7958821
E17 3LX,E17 3LX,51.587107,-0.003334975
SE10 8RF,SE10 8RF,51.476249,-0.009893637
E16 4AL,E16 4AL,51.518538,0.01981154
IG6 2AD,IG6 2AD,51.589745,0.081364729
BH17 9BP,BH17 9BP,50.757312,-1.9786684
SK13 8NR,SK13 8NR,53.436503,-1.9455458
NR30 2ER,NR30 2ER,52.604305,1.7371802
IG11 8EB,IG11 8EB,51.539077,0.080537349
HU17 0AL,HU17 0AL,53.843505,-0.42516816
E6 3RU,E6 3RU,51.521956,0.056490741
RG30 4RX,RG30 4RX,51.454957,-1.0379818
CF61 1SW,CF61 1SW,51.40948,-3.4912279
HG3 2DZ,HG3 2DZ,54.0191,-1.5677078
NE36 0LJ,NE36 0LJ,54.945948,-1.4225375
BN1 3TD,BN1 3TD,50.830994,-0.14658336
BT48 7NH,BT48 7NH,,
DY8 1PH,DY8 1PH,52.454451,-2.143948
LE18 4NR,LE18 4NR,52.574888,-1.1231691
CO1 2YL,CO1 2YL,51.89379,0.91106486
CV4 9FR,CV4 9FR,52.407256,-1.5685725
W8 5AD,W8 5AD,51.499418,-0.18471671
DY13 9AQ,DY13 9AQ,52.340767,-2.27333
EC1V 2NX,EC1V 2NX,51.527269,-0.089123626
HP22 4LW,HP22 4LW,51.874358,-0.72832546
EC3M 5JD,EC3M 5JD,51.512881,-0.078657364
CH3 5AR,CH3 5AR,53.191676,-2.8785927
CR0 5QU,CR0 5QU,51.366917,-0.089384806
LE3 9PG,LE3 9PG,52.649885,-1.1762287
LU1 1LD,LU1 1LD,51.881151,-0.43474094
B33 9DZ,B33 9DZ,52.486467,-1.8014904
PO9 2BY,PO9 2BY,50.859289,-0.98252854
SS0 0BT,SS0 0BT,51.553678,0.67239239
RM9 5YU,RM9 5YU,51.548673,0.12760704
E13 9PR,E13 9PR,51.529259,0.037385099
SN1 5JX,SN1 5JX,51.557825,-1.7889801
M9 4AQ,M9 4AQ,53.51568,-2.2100205
KT17 1RW,KT17 1RW,51.349039,-0.24932765
B66 4TF,B66 4TF,52.483729,-1.9523786
G31 1LZ,G31 1LZ,55.858042,-4.203869
PE11 1QD,PE11 1QD,52.789842,-0.15074495
CV3 6JX,CV3 6JX,52.386797,-1.5180069
M34 5NA,M34 5NA,53.467618,-2.1199583
G73 5PL,G73 5PL,55.805099,-4.1942531
LS10 3BT,LS10 3BT,,
E9 5PN,E9 5PN,51.553036,-0.033258724
NW1 3EE,NW1 3EE,51.52799,-0.1389898
SA1 8QY,SA1 8QY,51.620192,-3.9239126
LL55 1DN,LL55 1DN,53.143624,-4.2617965
SA41 3QQ,SA41 3QQ,51.973213,-4.6469649
SE2 9XA,SE2 9XA,51.499398,0.12728513
LS29 7DW,LS29 7DW,53.912909,-1.7431746
S8 9DE,S8 9DE,53.351112,-1.4771142
SN26 7BA,SN26 7BA,51.612185,-1.7779261
SL3 8PZ,SL3 8PZ,51.489687,-0.54222716
B70 0RA,B70 0RA,52.541758,-2.016854
NN15 5JP,NN15 5JP,52.365378,-0.69212717
N8 9HS,N8 9HS,51.578349,-0.11928221
M40 8NW,M40 8NW,53.501887,-2.2129523
M7 2HD,M7 2HD,53.504119,-2.2650382
WC2H 9JQ,WC2H 9JQ,51.514923,-0.1236542
GU24 0EZ,GU24 0EZ,51.30487,-0.62560103
HA4 7AE,HA4 7AE,51.574582,-0.42806348
LS9 7PY,LS9 7PY,53.800192,-1.5250657
CV2 3DU,CV2 3DU,52.416299,-1.4667836
BL1 8ST,BL1 8ST,53.599274,-2.4153188
LE10 0XJ,LE10 0XJ,52.54651,-1.3901774
LE4 0QG,LE4 0QG,52.659479,-1.1674732
BN1 2HP,BN1 2HP,50.823933,-0.15102318
NR5 9DN,NR5 9DN,52.641496,1.2256857
CR0 2PH,CR0 2PH,51.388316,-0.10633021
KT9 2JX,KT9 2JX,51.357958,-0.30550595
ME14 1DS,ME14 1DS,51.275457,0.52364583
PR25 5SP,PR25 5SP,53.697494,-2.663465
PR25 5SP,PR25 5SP,53.697494,-2.663465
WN2 3AY,WN2 3AY,53.534491,-2.5802095
N11 1GN,N11 1GN,51.625348,-0.15186894
EC1A 9ET,EC1A 9ET,51.519662,-0.098537408
WA14 2UT,WA14 2UT,53.37882,-2.3485301
W1T 6LQ,W1T 6LQ,51.522541,-0.1406823
SW9 9DN,SW9 9DN,51.469581,-0.12357125
BS31 1HA,BS31 1HA,51.413604,-2.4979973
IG3 9JX,IG3 9JX,51.560708,0.098534559
EC2A 4PX,EC2A 4PX,51.524028,-0.081157795
CA1 1BJ,CA1 1BJ,54.894373,-2.9317497
HA9 9BP,HA9 9BP,51.562129,-0.26600008
SE13 5NS,SE13 5NS,51.461696,-0.006553516
RM11 1RS,RM11 1RS,51.563702,0.21969951
RH15 0UF,RH15 0UF,50.969236,-0.11373977
E9 7BW,E9 7BW,51.538578,-0.040904757
GU52 6ED,GU52 6ED,51.266071,-0.82588184
W1D 5EB,W1D 5EB,51.51214,-0.13129145
LU2 9DD,LU2 9DD,51.89721,-0.39210652
CH41 2TW,CH41 2TW,53.386929,-3.0341995
S6 5BX,S6 5BX,53.397232,-1.522027
NN18 8FH,NN18 8FH,52.476164,-0.70303884
WS5 3JR,WS5 3JR,52.565049,-1.9474523
WS5 3JR,WS5 3JR,52.565049,-1.9474523
LE1 4LF,LE1 4LF,52.634627,-1.1404609
NR27 0AA,NR27 0AA,52.904268,1.3380313
SS15 6DZ,SS15 6DZ,51.581015,0.41367592
NW4 3JH,NW4 3JH,51.583835,-0.22858324
SW18 4GA,SW18 4GA,51.453099,-0.19354963
M13 9AX,M13 9AX,53.46368,-2.2160595
HA2 6PL,HA2 6PL,51.592254,-0.34646411
N7 0QP,N7 0QP,51.552739,-0.13058012
SW15 2BF,SW15 2BF,,
SW10 9HJ,SW10 9HJ,51.485832,-0.18769049
B19 1NS,B19 1NS,52.501912,-1.9147498
SE18 7NE,SE18 7NE,51.488989,0.081439628
M20 4RG,M20 4RG,53.425683,-2.217552
PO3 5ND,PO3 5ND,50.819186,-1.0524357
LU7 2UF,LU7 2UF,51.923163,-0.68083391
SE16 5HB,SE16 5HB,51.500572,-0.033731672
ST4 6QZ,ST4 6QZ,53.004668,-2.2095704
RG1 5PA,RG1 5PA,51.451255,-0.95425902
RH16 4LZ,RH16 4LZ,50.998517,-0.1064955
NW9 8PH,NW9 8PH,51.570581,-0.26898296
BB2 6DW,BB2 6DW,53.755523,-2.5005034
LU1 3HG,LU1 3HG,51.87569,-0.40837485
M32 0TN,M32 0TN,53.451095,-2.2962388
HA8 8RH,HA8 8RH,51.628555,-0.27638529
CM24 8PL,CM24 8PL,51.8986,0.1942059
BB1 5QR,BB1 5QR,53.759438,-2.4588682
LU5 5DR,LU5 5DR,51.906053,-0.52492007
N20 0SN,N20 0SN,51.622937,-0.15638761
ME7 2SY,ME7 2SY,51.386968,0.57002455
LU2 9DD,LU2 9DD,51.89721,-0.39210652
TQ7 2BX,TQ7 2BX,50.20529,-3.719526
LL57 1YA,LL57 1YA,53.228545,-4.1224078
CR0 3PB,CR0 3PB,51.385711,-0.1104475
BH25 6JX,BH25 6JX,50.753974,-1.6558693
M26 1NW,M26 1NW,53.558517,-2.323679
DY9 8XR,DY9 8XR,52.452321,-2.1099056
YO7 4NJ,YO7 4NJ,54.223401,-1.3953454
LE4 2PP,LE4 2PP,52.666677,-1.141799
SE17 2HU,SE17 2HU,51.486037,-0.087405475
CO4 5XQ,CO4 5XQ,51.920234,0.90915455
E14 9XL,E14 9XL,51.501322,-0.020587664
SN6 8RT,SN6 8RT,51.615117,-1.6289363
WC1N 3AX,WC1N 3AX,51.520592,-0.12219598
SW15 2BF,SW15 2BF,,
RG12 1FL,RG12 1FL,,
CO3 9ST,CO3 9ST,51.894081,0.84628132
M11 2EP,M11 2EP,53.474471,-2.192566
E17 6EW,E17 6EW,51.592619,-0.032603294
RG18 9PG,RG18 9PG,51.423877,-1.2604709
G41 1DW,G41 1DW,55.852327,-4.2865625
BN1 6AF,BN1 6AF,50.836141,-0.14338277
TR10 8GZ,TR10 8GZ,50.166778,-5.0985509
NG10 1HP,NG10 1HP,52.899534,-1.2702751
LS8 5LU,LS8 5LU,53.810131,-1.5201242
W3 7QS,W3 7QS,51.506182,-0.25953666
HA8 7TJ,HA8 7TJ,51.619108,-0.2902207
SE15 3SR,SE15 3SR,51.46808,-0.062787407
BL1 7AN,BL1 7AN,53.604077,-2.4345283
LS8 2AL,LS8 2AL,53.845013,-1.5110622
GU11 1TT,GU11 1TT,51.249612,-0.76011781
YO8 4DT,YO8 4DT,53.78456,-1.06918
NW6 3RW,NW6 3RW,51.545025,-0.19093526
N15 5AA,N15 5AA,51.585289,-0.078130363
S11 7GB,S11 7GB,53.363105,-1.5092603
TF2 6PL,TF2 6PL,52.713057,-2.4593671
SO17 3SP,SO17 3SP,50.933572,-1.3826575
E5 9NB,E5 9NB,51.564324,-0.052812675
S2 3EN,S2 3EN,53.362912,-1.470388
EN1 1YU,EN1 1YU,51.652114,-0.079902068
B14 7AU,B14 7AU,52.440058,-1.8892279
RG1 6ED,RG1 6ED,51.442124,-0.99271206
GL52 5QA,GL52 5QA,51.904779,-2.0559287
CF83 1SA,CF83 1SA,51.566607,-3.2386636
BR2 0EF,BR2 0EF,51.405683,0.004352707
SN25 2PP,SN25 2PP,,
SL2 2EN,SL2 2EN,51.537135,-0.63315119
E10 7HF,E10 7HF,51.57204,-0.016319282
NN4 7BF,NN4 7BF,52.227648,-0.85950155
BT11 9AG,BT11 9AG,,
B66 3QL,B66 3QL,52.493297,-1.9625163
SG3 6SB,SG3 6SB,51.840612,-0.1575974
SR2 7DF,SR2 7DF,54.900483,-1.3853726
E16 2LQ,E16 2LQ,51.501083,0.061688922
CB1 3AL,CB1 3AL,52.200214,0.14599045
DA9 9UG,DA9 9UG,51.452715,0.27810398
NG34 7HW,NG34 7HW,52.999322,-0.40051941
TR7 1DX,TR7 1DX,50.414715,-5.0807682
HP22 6HU,HP22 6HU,51.763853,-0.73585209
MK41 7QX,MK41 7QX,52.153078,-0.46403033
RM19 1TZ,RM19 1TZ,51.480537,0.24371451
BT33 0HN,BT33 0HN,,
SG19 3AR,SG19 3AR,52.189579,-0.14354107
EC2A 3JX,EC2A 3JX,51.522266,-0.08118862
AL4 8SB,AL4 8SB,51.813754,-0.2916988
B13 0BT,B13 0BT,52.42898,-1.8614151
DL17 8JH,DL17 8JH,54.68961,-1.5534179
WF7 7AB,WF7 7AB,53.641008,-1.3468454
ST16 2BP,ST16 2BP,52.808036,-2.1190358
ST16 2BP,ST16 2BP,52.808036,-2.1190358
NP20 4PH,NP20 4PH,51.589833,-3.0043917
SW15 2BF,SW15 2BF,,
HA9 8RF,HA9 8RF,51.572194,-0.30681597
NE3 1UH,NE3 1UH,55.00844,-1.6161953
TS22 5TB,TS22 5TB,54.633372,-1.3165641
B36 8QL,B36 8QL,52.506415,-1.8122441
TS17 5GD,TS17 5GD,54.527289,-1.3259849
RG2 0AU,RG2 0AU,51.442344,-0.97040503
NW7 2DQ,NW7 2DQ,51.610297,-0.24696421
SO53 3DA,SO53 3DA,50.981803,-1.3835284
KT12 3NN,KT12 3NN,51.383516,-0.40425281
N13 5DU,N13 5DU,51.61886,-0.094769368
G5 9AT,G5 9AT,55.851673,-4.2552732
KT1 4BA,KT1 4BA,51.41442,-0.31660617
G66 7JR,G66 7JR,55.976661,-4.2081122
SM5 1ND,SM5 1ND,51.38496,-0.17020711
TS22 5TB,TS22 5TB,54.633372,-1.3165641
DY1 2BA,DY1 2BA,52.508789,-2.0971252
SA11 1DU,SA11 1DU,51.662341,-3.8037191
SW14 8HL,SW14 8HL,51.469971,-0.26329067
B44 8PL,B44 8PL,52.540902,-1.8838586
L11 1HB,L11 1HB,53.439077,-2.916056
DA15 9NN,DA15 9NN,51.44951,0.11261651
CH63 2JD,CH63 2JD,53.35384,-3.0259761
ME2 4TR,ME2 4TR,51.396101,0.49327672
SA4 4BP,SA4 4BP,51.66901,-4.039592
BL8 3PT,BL8 3PT,53.611616,-2.3564765
EH3 8BL,EH3 8BL,55.944788,-3.2068408
NE3 1DB,NE3 1DB,55.005861,-1.6220517
NE3 4ES,NE3 4ES,55.004847,-1.6225458
NG22 0LB,NG22 0LB,53.231296,-0.89949853
HA2 0HQ,HA2 0HQ,51.568881,-0.34627335
SW16 1AR,SW16 1AR,51.438116,-0.13204084
LS10 4GT,LS10 4GT,53.745221,-1.5341616
BR1 2QS,BR1 2QS,51.413184,0.044415009
DA16 3ES,DA16 3ES,51.474165,0.10884503
UB3 3PW,UB3 3PW,51.510532,-0.40614535
RG2 8AZ,RG2 8AZ,51.426924,-0.96855083
GL4 5WN,GL4 5WN,51.851969,-2.201307
IG11 8PX,IG11 8PX,51.543097,0.074418362
DA12 5QR,DA12 5QR,51.429166,0.38280256
DA8 2PF,DA8 2PF,51.47762,0.18726143
BR1 2QS,BR1 2QS,51.413184,0.044415009
SE25 4RX,SE25 4RX,51.391935,-0.060399701
CO1 2SZ,CO1 2SZ,51.8897,0.92077134
ME1 3EQ,ME1 3EQ,51.377673,0.49159954
IV15 9JY,IV15 9JY,57.595974,-4.4275193
BT5 6JS,BT5 6JS,,
N1 4AZ,N1 4AZ,51.548049,-0.079065543
NN18 8QQ,NN18 8QQ,52.466154,-0.70683651
M34 2GP,M34 2GP,53.451027,-2.1344121
M34 2GP,M34 2GP,53.451027,-2.1344121
TW13 6AL,TW13 6AL,51.440237,-0.38695299
IG1 3RR,IG1 3RR,51.575813,0.061648695
G4 9TH,G4 9TH,55.873936,-4.2576991
HX6 2AF,HX6 2AF,53.709794,-1.905684
BH24 1RQ,BH24 1RQ,50.850798,-1.7837443
N18 2TS,N18 2TS,51.61184,-0.068010882
G51 3UU,G51 3UU,55.863515,-4.3125834
PO6 4EU,PO6 4EU,50.850725,-1.1004228
NE11 9SY,NE11 9SY,54.962097,-1.6712829
SA3 2AH,SA3 2AH,51.573656,-4.0900293
SA1 4QA,SA1 4QA,51.618345,-3.9605549
SA4 3XT,SA4 3XT,51.641959,-4.1028679
CF63 2AW,CF63 2AW,51.416626,-3.2357261
HG2 0AN,HG2 0AN,53.979608,-1.5553693
UB6 7JD,UB6 7JD,51.536386,-0.31489318
W1W 6AB,W1W 6AB,51.520693,-0.14214133
BA21 3JE,BA21 3JE,50.946161,-2.6581887
WF12 9HH,WF12 9HH,53.673146,-1.6388265
EH3 6AD,EH3 6AD,55.953352,-3.2086127
WA15 7BZ,WA15 7BZ,53.394777,-2.3121032
B70 8ET,B70 8ET,52.518799,-1.9960658
B75 6AN,B75 6AN,52.570843,-1.8048725
L5 9UB,L5 9UB,53.425686,-2.9944012
MK41 0FF,MK41 0FF,52.155935,-0.41425909
SW16 4PY,SW16 4PY,51.409267,-0.12358266
G3 6DL,G3 6DL,55.869557,-4.2802225
FK1 5RL,FK1 5RL,56.001361,-3.7895268
GU16 7ER,GU16 7ER,51.316381,-0.74757132
CO7 8PJ,CO7 8PJ,51.855124,1.0636975
SL5 7ET,SL5 7ET,51.408895,-0.67029283
TS16 0DH,TS16 0DH,54.524068,-1.3517934
NW9 5JP,NW9 5JP,51.596053,-0.24159306
BN8 6NB,BN8 6NB,50.853003,0.090121392
HP18 0RA,HP18 0RA,51.866431,-1.0007356
M26 2JS,M26 2JS,53.561724,-2.3275533
N1 7GU,N1 7GU,,
SL5 7ET,SL5 7ET,51.408895,-0.67029283
CB2 1JP,CB2 1JP,52.197837,0.12827221
NR18 0UJ,NR18 0UJ,52.58502,1.1430126
SE16 7SZ,SE16 7SZ,51.494095,-0.034644297
NE25 0TG,NE25 0TG,55.073129,-1.5357221
BR3 5HJ,BR3 5HJ,51.409523,-0.019421458
RM3 0LR,RM3 0LR,51.589041,0.2312713
RM3 8AA,RM3 8AA,51.594695,0.21332699
RH10 6EH,RH10 6EH,51.105727,-0.18541256
M24 2LX,M24 2LX,53.554351,-2.1865441
M9 8JU,M9 8JU,53.525874,-2.2337383
IP4 4QX,IP4 4QX,52.063105,1.1920873
SE19 1UR,SE19 1UR,51.428914,-0.080139129
ST5 4BU,ST5 4BU,52.981983,-2.2179353
GU22 8UE,GU22 8UE,51.326577,-0.50169096
ST1 2DT,ST1 2DT,53.029997,-2.1661987
SW17 8HH,SW17 8HH,51.428207,-0.16051059
WA5 3GL,WA5 3GL,53.398332,-2.6564847
SS14 2EZ,SS14 2EZ,51.578119,0.47327844
S12 2RE,S12 2RE,53.352439,-1.4369409
LE67 5AP,LE67 5AP,52.749891,-1.3653571
RM15 6BF,RM15 6BF,,
E4 6ST,E4 6ST,51.619693,-0.016943194
N18 2AS,N18 2AS,51.610047,-0.059103547
BH22 9JG,BH22 9JG,50.804391,-1.8893847
LS9 7DR,LS9 7DR,53.802443,-1.5306734
S2 2EL,S2 2EL,53.359873,-1.4350248
NR5 0DA,NR5 0DA,52.645285,1.2433528
SP1 2AQ,SP1 2AQ,51.068658,-1.7956765
E17 5YF,E17 5YF,51.594691,-0.027980232
BL6 6GF,BL6 6GF,53.58929,-2.5367418
NG3 2PZ,NG3 2PZ,52.966555,-1.1231132
TW5 0UQ,TW5 0UQ,51.488375,-0.37020285
RH11 8JS,RH11 8JS,51.105894,-0.21793246
LS11 8QE,LS11 8QE,53.776307,-1.5617834
NW2 7HJ,NW2 7HJ,51.568428,-0.23312137
BL3 5HP,BL3 5HP,53.572728,-2.4463479
SO18 2RR,SO18 2RR,50.931805,-1.3584186
M24 2LX,M24 2LX,53.554351,-2.1865441
S9 3QS,S9 3QS,53.392664,-1.4331924
CH62 5HA,CH62 5HA,53.35483,-2.9939226
SR4 7UJ,SR4 7UJ,54.905604,-1.40323
BN26 6EA,BN26 6EA,50.822196,0.24938857
AL2 1LU,AL2 1LU,51.725425,-0.30283468
BL1 4AR,BL1 4AR,53.582518,-2.4434302
S33 0BA,S33 0BA,53.3613,-1.6998436
SS14 2LX,SS14 2LX,51.574352,0.47148632
CF14 1EP,CF14 1EP,51.505316,-3.2105176
SE9 1TD,SE9 1TD,51.450918,0.053642165
E8 2EE,E8 2EE,51.553152,-0.071118874
EC1V 2NX,EC1V 2NX,51.527269,-0.089123626
M24 2LX,M24 2LX,53.554351,-2.1865441
SE13 6HL,SE13 6HL,51.450251,-0.012535612
BS24 7BS,BS24 7BS,51.348587,-2.9219412
RM11 2PN,RM11 2PN,51.573779,0.2308268
SE8 5PS,SE8 5PS,51.482133,-0.033487942
NW4 4TR,NW4 4TR,51.600249,-0.23418241
SL3 7SP,SL3 7SP,51.504908,-0.57272028
L11 2AS,L11 2AS,53.442706,-2.916375
B43 5QL,B43 5QL,52.536053,-1.9392897
HP21 7FX,HP21 7FX,51.811637,-0.80845322
W1J 0AH,W1J 0AH,51.509693,-0.13742977
HP9 1FN,HP9 1FN,51.610709,-0.64495159
N1 7GU,N1 7GU,,
SW16 3QL,SW16 3QL,51.414214,-0.1247463
N15 5JA,N15 5JA,51.585127,-0.085787719
DA11 9JR,DA11 9JR,51.442035,0.34896374
E16 2DQ,E16 2DQ,51.502804,0.045541968
RM10 7HJ,RM10 7HJ,51.556278,0.15730486
AL10 9HZ,AL10 9HZ,51.75493,-0.23879007
NG1 5FS,NG1 5FS,52.954885,-1.1552634
GU51 2UJ,GU51 2UJ,51.297281,-0.820324
LU2 8UN,LU2 8UN,51.89038,-0.36556781
TS1 3QW,TS1 3QW,54.570257,-1.2383941
CW1 4ES,CW1 4ES,53.105923,-2.4297568
N18 2TJ,N18 2TJ,51.61029,-0.068928808
LS7 2SE,LS7 2SE,53.826783,-1.5566539
WV4 6LG,WV4 6LG,52.556936,-2.1001523
DA8 2HG,DA8 2HG,51.474829,0.19848996
WC2H 9JQ,WC2H 9JQ,51.514923,-0.1236542
WC1N 3AX,WC1N 3AX,51.520592,-0.12219598
PO8 0XN,PO8 0XN,50.937729,-0.99453787
PO2 9LX,PO2 9LX,50.829845,-1.074101
WA5 2UD,WA5 2UD,53.379654,-2.669336
CV3 6BY,CV3 6BY,52.381335,-1.5347411
FK10 2DR,FK10 2DR,56.11846,-3.7976149
GL15 4SX,GL15 4SX,51.754447,-2.5435635
PA2 6LL,PA2 6LL,55.838236,-4.4244181
BT41 3TH,BT41 3TH,,
NG5 1AP,NG5 1AP,52.971046,-1.156229
EC4V 6BJ,EC4V 6BJ,51.512565,-0.10397799
NE26 3JJ,NE26 3JJ,55.051884,-1.4672371
MK14 6PH,MK14 6PH,52.0582,-0.75840989
OX12 9JH,OX12 9JH,51.576966,-1.4499613
E5 8SL,E5 8SL,51.562826,-0.061172707
RM15 5RD,RM15 5RD,51.503737,0.28435151
OL12 7HQ,OL12 7HQ,53.633935,-2.1734512
M24 2LX,M24 2LX,53.554351,-2.1865441
BA11 1BH,BA11 1BH,51.23081,-2.3206475
BS23 3ER,BS23 3ER,51.345942,-2.9634121
BH11 9SJ,BH11 9SJ,50.768482,-1.9346051
AB25 3AN,AB25 3AN,57.159778,-2.1238896
IV30 1JZ,IV30 1JZ,57.648018,-3.3148315
NE22 5BA,NE22 5BA,55.131738,-1.5860463
SK9 1BU,SK9 1BU,53.327265,-2.2278456
SK9 1BU,SK9 1BU,53.327265,-2.2278456
SW20 8DR,SW20 8DR,51.409868,-0.22389769
BS5 7TR,BS5 7TR,51.467695,-2.5332952
E5 9JF,E5 9JF,51.566251,-0.056756032
SK9 1BU,SK9 1BU,53.327265,-2.2278456
CV34 5AE,CV34 5AE,52.291344,-1.5884216
LS11 9AH,LS11 9AH,53.789462,-1.5510668
LL41 3AA,LL41 3AA,52.994183,-3.9333037
SK8 7EN,SK8 7EN,53.36525,-2.1818839
CR8 5HB,CR8 5HB,51.310642,-0.098338013
BD1 4NS,BD1 4NS,53.798482,-1.7552601
BB5 5HT,BB5 5HT,53.774101,-2.3864999
LL17 0JA,LL17 0JA,53.253888,-3.4794125
EN2 9BW,EN2 9BW,51.677194,-0.095373936
AB32 6FJ,AB32 6FJ,57.145746,-2.2762426
FK1 1RQ,FK1 1RQ,56.000059,-3.7807268
CV2 2JS,CV2 2JS,52.415707,-1.4437661
EH39 4RF,EH39 4RF,56.052683,-2.7282349
MK19 6LN,MK19 6LN,52.056524,-0.89151731
PL25 5AA,PL25 5AA,50.338632,-4.794676
SW19 3NW,SW19 3NW,51.412451,-0.20746175
NG31 8AN,NG31 8AN,52.916847,-0.64572511
BS34 6JY,BS34 6JY,51.525158,-2.5590185
NE2 1LA,NE2 1LA,54.987127,-1.5948016
